age,gender,marital_status,education_level,annual_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,interest_rate,loan_term,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,credit_utilization,loan_to_income
34,Male,Married,PhD,31291.1,Employed,0.099,718,7576.39,Medical,12.46,36,4,22404.81,12324.89,0,0.5501001793811239,0.24212603583766631
54,Male,Divorced,Master's,63126.27,Employed,0.053,673,18323.84,Medical,12.12,36,8,86567.17,46724.26,2,0.5397457257757184,0.2902728135212171
32,Male,Single,Master's,32811.44,Employed,0.108,616,29959.72,Medical,13.72,36,8,39614.33,18987.35,2,0.47930508985006176,0.9130876304118319
28,Female,Single,Bachelor's,73698.4,Employed,0.14,665,10171.12,Other,13.55,36,2,102138.61,60226.3,5,0.5896526298918695,0.13801005177860037
51,Male,Married,High School,93685.97,Employed,0.191,683,37031.87,Debt consolidation,7.84,36,5,99879.96,62354.11,2,0.6242904983141763,0.3952765819684634
71,Male,Single,Bachelor's,21036.02,Self-employed,0.179,678,14874.01,Other,14.56,36,9,31991.73,3980.46,1,0.12442153018920828,0.7070733912593732
38,Female,Divorced,Bachelor's,41431.45,Student,0.35,666,24421.85,Debt consolidation,14.94,36,11,70544.63,60235.97,3,0.8538703796447723,0.589451974285235
49,Male,Single,Other,53649.23,Employed,0.279,608,21469.91,Home,14.34,36,6,36408.21,31644.4,3,0.8691556107811947,0.4001904593970873
40,Male,Divorced,Master's,32955.14,Employed,0.048,725,14356.98,Other,10.36,36,2,50312.44,38766.94,1,0.7705239499416049,0.4356522229916183
45,Female,Married,Bachelor's,37683.78,Employed,0.281,809,9073.87,Vacation,8.83,36,5,39355.16,31310.34,2,0.7955841114608605,0.2407898039952468
68,Male,Single,High School,33299.57,Employed,0.072,712,16269.8,Debt consolidation,10.84,60,6,54894.8,11012.58,2,0.2006124441659319,0.48858889168839115
55,Female,Single,Bachelor's,76816.27,Employed,0.048,674,12510.34,Debt consolidation,13.18,60,4,104688.24,16297.62,1,0.155677657777034,0.16286055024541024
66,Female,Married,Bachelor's,40985.72,Retired,0.215,571,21673.62,Debt consolidation,12.09,36,3,53521.17,9639.56,6,0.18010742291321358,0.5288090583744777
54,Female,Single,High School,76505.34,Self-employed,0.122,703,8563.9,Car,14.26,36,6,106384.44,32904.27,0,0.30929588951166165,0.11193859147609828
37,Male,Single,Bachelor's,49103.75,Self-employed,0.116,681,9899.02,Home,12.52,36,1,42403.56,30483.33,5,0.7188861029592799,0.20159397194715273
69,Female,Single,Bachelor's,27664.1,Self-employed,0.055,601,22425.24,Other,17.63,60,2,39389.67,10231.19,3,0.25974297322115164,0.8106260460307765
38,Male,Single,High School,24976.01,Employed,0.328,653,16225.19,Home,14.82,36,3,36055.38,11143.54,1,0.3090673292030205,0.649630985894064
36,Female,Single,Master's,92403.13,Self-employed,0.333,682,8147.39,Other,12.2,36,4,73810.13,29839.49,1,0.40427364103003205,0.08817222966364884
48,Female,Single,Bachelor's,27848.93,Employed,0.157,702,9025.16,Other,13.03,36,3,42373.41,17760.58,3,0.4191444587537326,0.324075646712459
33,Female,Married,Master's,24324.08,Employed,0.084,697,5132.07,Education,9.35,36,4,20551.3,16010.24,3,0.7790378224248588,0.21098721924940222
68,Female,Single,High School,24099.64,Employed,0.162,662,500.0,Debt consolidation,11.79,60,7,32956.37,18059.57,2,0.5479841985024443,0.02074719788345386
74,Male,Married,Bachelor's,15857.4,Employed,0.073,636,4227.53,Car,15.39,36,5,28643.9,11814.37,2,0.412456753444887,0.26659666780178337
71,Female,Single,PhD,35716.09,Employed,0.275,681,3600.42,Car,9.69,36,2,42175.2,30619.26,2,0.72600153644796,0.10080666724717069
60,Male,Married,PhD,26475.86,Retired,0.291,682,24267.99,Debt consolidation,13.13,36,8,44373.07,31549.44,3,0.711004219451122,0.9166081857208793
35,Male,Divorced,High School,26381.79,Self-employed,0.133,738,6179.96,Car,14.69,36,4,26121.79,4795.2,5,0.18357088086229925,0.23425097387250826
54,Male,Widowed,Bachelor's,15177.05,Employed,0.135,699,11038.59,Debt consolidation,10.41,36,5,13381.85,1401.92,1,0.1047627943819427,0.7273211856058984
51,Female,Single,Master's,58368.08,Employed,0.235,682,25458.42,Education,13.45,36,5,35411.93,23892.31,3,0.6746966347216885,0.43617024921840836
74,Male,Married,Bachelor's,12085.23,Retired,0.139,686,21532.32,Debt consolidation,12.24,36,3,19167.19,16490.92,2,0.8603723341814841,1.7817054371327645
74,Male,Divorced,High School,29247.24,Student,0.13,646,27699.5,Debt consolidation,12.58,36,2,24393.14,6937.93,0,0.2844213578079739,0.9470808185661279
30,Male,Married,Bachelor's,61939.55,Employed,0.05,479,16921.23,Business,14.98,60,5,70568.11,49886.13,3,0.706921724274605,0.27318942420472864
44,Female,Divorced,High School,60348.12,Retired,0.226,569,14682.28,Home,14.39,36,4,52498.67,23322.01,1,0.4442400159851668,0.24329308021525775
25,Female,Single,High School,92844.27,Unemployed,0.248,662,5061.07,Medical,12.68,60,9,60360.08,53980.72,1,0.8943116046234532,0.054511387724842895
59,Male,Single,High School,126500.46,Employed,0.194,689,32403.27,Debt consolidation,13.78,36,4,84684.61,65009.43,5,0.7676652227600741,0.25615140055617186
37,Male,Single,Bachelor's,47537.78,Employed,0.106,695,4443.06,Debt consolidation,10.89,36,7,77643.61,29351.08,1,0.37802312386041814,0.0934637671342667
31,Female,Single,Master's,18941.11,Employed,0.276,717,8275.15,Debt consolidation,9.95,36,7,30510.05,4745.29,0,0.1555320296099154,0.4368883344217947
75,Female,Single,High School,27717.89,Employed,0.254,667,9037.55,Car,13.34,60,9,24585.37,13001.99,2,0.5288506945390694,0.3260547610225742
53,Male,Single,Other,109989.26,Employed,0.262,676,9481.24,Business,16.87,36,5,79311.25,23477.87,2,0.29602193888004535,0.08620150731080471
52,Male,Single,Bachelor's,31771.12,Self-employed,0.148,601,13607.45,Debt consolidation,14.35,36,3,25800.56,2715.29,0,0.10524151413767763,0.4282962010782119
32,Male,Single,Bachelor's,42426.82,Unemployed,0.295,850,27072.14,Education,9.05,36,9,53161.15,39781.69,0,0.7483226002447276,0.6380902457454978
36,Male,Single,Master's,31454.81,Retired,0.141,673,22300.63,Other,9.54,60,7,23502.13,8950.2,1,0.3808250571331194,0.7089736037191132
34,Male,Married,Bachelor's,24990.57,Employed,0.184,636,28867.08,Education,13.45,60,7,25660.49,20623.55,2,0.8037083469567415,1.1551189108531739
41,Male,Single,Bachelor's,81942.73,Employed,0.282,763,10965.21,Home,9.11,36,7,74425.45,46554.8,3,0.6255225866958145,0.1338155318964843
24,Male,Married,High School,106103.83,Employed,0.442,532,8941.05,Medical,17.53,60,4,141661.81,122394.57,2,0.8639912902425856,0.08426698640378956
34,Female,Married,Master's,110753.42,Employed,0.054,702,10214.31,Other,14.74,60,3,133410.17,64767.21,1,0.48547430829298843,0.0922256847689218
59,Female,Married,Bachelor's,26920.04,Employed,0.216,663,11700.56,Debt consolidation,14.72,60,4,33326.76,14281.23,2,0.42852140442095177,0.43464125610511717
46,Male,Single,Bachelor's,21553.63,Employed,0.284,718,12663.42,Car,11.48,36,5,23969.72,22533.94,2,0.940100259827816,0.5875307314823536
41,Male,Single,High School,17560.28,Employed,0.087,608,30943.49,Debt consolidation,12.56,36,6,16669.93,8055.82,1,0.48325457875348005,1.7621296471354673
49,Male,Married,Bachelor's,50444.03,Employed,0.127,729,6487.67,Debt consolidation,13.65,60,4,65692.56,20831.88,6,0.31711170945385597,0.12861125488982542
70,Male,Single,High School,157405.69,Employed,0.095,772,14631.15,Debt consolidation,9.97,60,5,192207.74,135051.11,3,0.7026309658497623,0.09295184945347273
43,Female,Single,Other,39778.94,Retired,0.115,656,21114.59,Debt consolidation,12.72,60,3,55773.82,10684.1,0,0.1915612020119834,0.5307982062870453
34,Female,Married,Bachelor's,34271.13,Unemployed,0.278,662,29886.26,Debt consolidation,14.66,36,6,53658.87,41491.38,2,0.773243640799741,0.8720535331049779
39,Female,Single,Other,66494.2,Employed,0.28,769,22207.25,Other,8.8,60,2,62070.9,14901.52,0,0.24007256218292308,0.33397273747183964
30,Male,Single,Bachelor's,39478.08,Employed,0.176,751,23847.45,Debt consolidation,13.94,36,7,57545.17,41990.44,2,0.7296952984933401,0.6040681309729349
28,Female,Married,Bachelor's,55819.95,Employed,0.151,683,31422.42,Home,11.25,60,7,43871.8,28496.39,6,0.6495377440633846,0.5629245457941112
34,Male,Married,High School,39502.63,Employed,0.26,775,18101.84,Debt consolidation,8.18,36,5,57560.76,40652.41,2,0.7062521412156476,0.4582439194554895
22,Male,Married,High School,36936.12,Employed,0.225,689,7446.42,Education,14.51,60,6,55738.3,41321.92,3,0.7413559437586004,0.20160265886075743
44,Male,Single,Bachelor's,22596.96,Self-employed,0.189,611,500.0,Debt consolidation,14.91,36,1,13720.87,6509.65,4,0.474434201329799,0.022126870163066182
39,Female,Single,Other,21674.91,Employed,0.198,637,5883.17,Debt consolidation,16.04,60,8,22195.86,8429.48,2,0.37977712960885496,0.27142765529360907
34,Male,Single,Bachelor's,33393.14,Employed,0.207,713,5738.39,Debt consolidation,10.01,36,6,53839.23,38753.12,1,0.7197933551427091,0.17184337861009777
53,Female,Married,High School,15946.21,Unemployed,0.016,600,6163.4,Debt consolidation,10.09,60,6,20556.27,12844.22,1,0.6248322288041556,0.38651190470964575
48,Male,Single,High School,47278.89,Employed,0.305,602,19636.3,Car,15.31,36,2,71556.07,18022.72,4,0.25186849976528897,0.4153291246896871
34,Female,Married,High School,12980.62,Self-employed,0.284,708,9685.0,Debt consolidation,15.8,36,4,12186.49,7900.08,2,0.6482654152262054,0.746112281231559
52,Female,Single,Bachelor's,33989.07,Retired,0.288,630,16632.83,Home,12.52,36,3,26143.78,18958.45,2,0.7251610134418206,0.48935819662026653
51,Female,Single,Other,51485.99,Employed,0.234,606,1780.33,Debt consolidation,11.18,36,2,73787.49,64048.05,1,0.8680068938515187,0.03457892137259087
54,Female,Single,Bachelor's,47813.67,Employed,0.049,688,19183.04,Medical,13.0,36,5,57163.83,29747.27,2,0.5203862302438448,0.40120409079662783
70,Male,Single,High School,34710.81,Self-employed,0.222,674,1524.09,Other,11.84,36,4,23862.5,11565.82,2,0.48468601361969615,0.04390822340360251
35,Female,Single,Other,83167.0,Employed,0.134,653,19184.06,Business,15.05,36,3,89885.56,23314.88,3,0.25938404344368554,0.23066913559464694
56,Female,Single,Master's,42781.57,Employed,0.267,750,13769.51,Other,9.29,60,4,68009.59,43041.31,1,0.6328711877251428,0.3218561170148735
58,Male,Married,Bachelor's,35873.72,Employed,0.083,727,14487.49,Debt consolidation,7.77,36,3,49117.32,10172.52,1,0.207106576661756,0.40384688289923654
30,Female,Married,Master's,9979.62,Employed,0.092,606,1942.71,Car,14.81,36,5,17356.89,3273.33,6,0.1885896609358013,0.19466773283952693
39,Male,Single,High School,51705.2,Retired,0.101,724,20987.39,Home,9.32,60,5,74460.4,52008.71,1,0.6984747597380622,0.4059048219521441
65,Female,Single,Bachelor's,108495.16,Employed,0.201,703,12675.96,Debt consolidation,9.36,36,2,91004.78,53317.65,0,0.5858774670956844,0.11683433620449059
26,Female,Married,Bachelor's,61483.62,Employed,0.203,721,19933.72,Home,13.95,36,11,58098.42,12002.32,2,0.20658599665877317,0.3242118795217328
66,Male,Single,High School,23987.29,Unemployed,0.093,822,11685.84,Vacation,9.8,36,10,27328.18,2226.94,2,0.08148877825014327,0.4871679960512421
30,Female,Married,Master's,31298.56,Employed,0.315,620,17680.48,Debt consolidation,13.73,36,5,32897.03,1713.53,6,0.05208768086359164,0.5648975543922787
62,Male,Married,Bachelor's,39848.18,Student,0.13,718,16224.76,Education,11.44,36,4,54783.0,19492.21,1,0.3558076410565321,0.40716439245154984
43,Male,Single,Bachelor's,46030.9,Self-employed,0.312,667,27741.43,Debt consolidation,16.05,36,5,42728.17,17327.68,2,0.4055329306169677,0.6026697283781112
68,Male,Single,Other,15867.19,Unemployed,0.244,702,27264.17,Debt consolidation,9.97,60,7,20803.47,16423.29,3,0.7894495485608891,1.7182733678742108
67,Male,Widowed,Bachelor's,145474.96,Employed,0.226,639,14849.88,Medical,10.12,36,2,178609.65,10866.16,7,0.06083747434699077,0.10207859826873299
72,Male,Single,Bachelor's,26386.08,Employed,0.183,709,500.0,Debt consolidation,9.68,36,2,41037.02,37314.49,3,0.9092884912208538,0.01894938543353162
26,Female,Divorced,Bachelor's,22222.71,Employed,0.198,728,28032.71,Business,13.28,60,3,29311.9,20468.31,4,0.698293525837629,1.2614442612984644
37,Female,Married,High School,119248.56,Employed,0.154,631,12374.41,Debt consolidation,17.83,36,4,170883.51,59905.89,0,0.35056565727143596,0.10376989038693633
55,Male,Divorced,Master's,60269.87,Self-employed,0.071,649,13359.48,Debt consolidation,13.35,36,7,39562.29,18685.97,2,0.4723177045615914,0.22166100573968384
30,Male,Widowed,High School,21169.43,Employed,0.163,699,10209.48,Debt consolidation,8.98,60,4,23596.85,4365.65,3,0.18500986360467606,0.4822746762666732
39,Female,Single,Bachelor's,21851.26,Employed,0.136,670,17868.64,Car,3.79,36,6,36880.84,17611.26,0,0.4775178656451426,0.8177395719972212
32,Male,Single,Bachelor's,25708.55,Self-employed,0.01,795,18044.97,Debt consolidation,11.37,60,5,29436.04,22708.74,2,0.7714604274216234,0.7019053972316603
70,Male,Single,Master's,23656.86,Self-employed,0.066,602,5301.93,Debt consolidation,13.96,36,8,32724.1,29176.19,2,0.8915811282816029,0.22411807822339905
65,Male,Married,PhD,60992.13,Employed,0.213,630,26468.9,Debt consolidation,14.9,36,5,58047.25,34229.91,1,0.5896904676793475,0.4339723829943306
74,Female,Married,High School,32671.39,Employed,0.233,638,19789.83,Debt consolidation,16.06,60,4,35182.4,8300.15,4,0.23591767474646413,0.6057235397698109
70,Female,Single,Bachelor's,50191.95,Employed,0.409,622,15322.61,Other,13.13,36,3,74523.27,28485.63,1,0.3822380579918192,0.30528022920010084
54,Male,Single,Other,10874.05,Employed,0.151,693,5319.76,Other,9.37,36,7,13512.48,6410.35,1,0.47440218227890074,0.4892160694497451
68,Female,Married,Bachelor's,43850.09,Employed,0.363,700,40705.85,Debt consolidation,11.75,60,6,38580.72,4825.56,2,0.1250769814560226,0.9282957001912653
69,Male,Married,High School,23811.23,Employed,0.353,620,19740.08,Car,12.73,36,8,37803.49,24338.48,2,0.6438156900328514,0.8290239521435895
57,Female,Widowed,High School,22421.44,Employed,0.271,700,12252.98,Debt consolidation,12.35,60,6,35088.77,27124.49,1,0.7730248167718619,0.5464849715272525
21,Male,Married,Bachelor's,14185.75,Employed,0.162,700,6424.51,Debt consolidation,13.91,60,9,24536.84,16097.48,4,0.6560535097429009,0.4528847611159086
50,Female,Single,Bachelor's,68451.04,Employed,0.083,642,14501.88,Car,11.98,36,6,52965.07,28805.33,3,0.5438552238295918,0.21185770150460825
33,Male,Single,PhD,48967.49,Self-employed,0.084,761,4429.13,Other,12.11,36,6,59435.31,43641.12,1,0.7342625116281888,0.09045041924754567
35,Female,Widowed,Bachelor's,23189.25,Employed,0.057,525,8985.08,Education,16.36,36,3,32895.6,29741.4,2,0.9041148360267027,0.38746746876246535
71,Female,Married,High School,54389.66,Employed,0.176,608,500.0,Debt consolidation,13.43,36,5,39938.02,16096.54,1,0.40303800739245466,0.009192923802060906
74,Female,Single,High School,42072.3,Employed,0.097,683,10574.27,Home,13.3,60,10,67471.16,46982.87,1,0.6963400362465978,0.25133567691806724
34,Female,Married,Bachelor's,21689.95,Employed,0.234,617,15282.38,Debt consolidation,9.17,36,10,30451.28,22176.07,5,0.728247548214722,0.7045834591596568
64,Female,Married,Master's,53063.99,Retired,0.023,745,26706.94,Debt consolidation,12.28,36,3,66970.01,41465.42,1,0.619164010875913,0.5032968685543624
61,Female,Married,PhD,22977.98,Unemployed,0.165,751,6454.73,Business,10.03,36,4,22908.57,14687.3,2,0.6411268795913494,0.28090937497552004
57,Male,Single,Bachelor's,51013.0,Retired,0.066,739,16160.7,Education,11.94,36,5,45220.63,37023.2,0,0.8187236666096868,0.3167957187383608
44,Female,Married,High School,47942.53,Self-employed,0.106,547,14083.88,Debt consolidation,17.12,36,6,73083.0,50324.15,2,0.6885890015461872,0.2937658901188569
22,Male,Single,High School,33731.63,Employed,0.013,597,2295.37,Business,16.14,36,5,54258.91,32045.72,3,0.5906075149685093,0.06804800123800718
24,Male,Married,Bachelor's,20180.13,Employed,0.354,646,10419.48,Debt consolidation,10.43,60,8,27728.17,15539.42,3,0.560419962803171,0.5163237303228472
74,Female,Married,High School,25624.4,Unemployed,0.181,660,22473.34,Car,13.14,36,7,44817.5,33638.67,0,0.7505699782451051,0.8770289255553301
66,Male,Single,High School,83589.02,Employed,0.1,663,23830.48,Business,12.31,36,2,69539.98,28579.09,3,0.41097351480400196,0.2850910322910832
41,Female,Married,Bachelor's,15403.32,Employed,0.228,626,26657.81,Car,9.44,36,10,25131.23,23822.54,1,0.9479257481627442,1.730653521448623
44,Male,Single,High School,41023.66,Employed,0.053,671,500.0,Debt consolidation,16.26,36,5,51318.96,14478.58,1,0.2821292559319207,0.012188088532325003
24,Female,Single,High School,15314.35,Employed,0.197,647,21000.96,Debt consolidation,10.71,60,5,22372.45,13210.82,2,0.5904950061347773,1.3713255867862495
42,Female,Single,High School,43024.33,Employed,0.134,717,9720.85,Education,13.28,60,5,65798.46,17958.59,3,0.2729332874963943,0.22593843994781557
58,Male,Single,PhD,66546.16,Employed,0.185,785,14609.05,Other,13.21,36,7,77029.78,51286.57,4,0.6658018496223149,0.21953257708634125
53,Female,Single,High School,17001.12,Self-employed,0.105,692,7797.67,Debt consolidation,9.36,36,3,22429.08,10957.69,2,0.48854834883998804,0.458656253235081
41,Female,Single,Bachelor's,10452.03,Employed,0.028,612,23184.45,Other,13.16,36,7,21966.56,13620.36,1,0.6200497483447568,2.2181767560942705
39,Male,Married,High School,187933.99,Self-employed,0.23,579,10944.31,Vacation,13.08,36,6,272290.12,145937.42,0,0.5359629647965193,0.05823486214494781
50,Male,Single,Other,40313.53,Self-employed,0.02,696,500.0,Other,15.34,60,8,62957.28,15631.24,0,0.24828328034502126,0.012402783879258403
41,Female,Single,Master's,76873.2,Retired,0.18,715,19055.55,Car,10.92,60,6,82773.04,38117.51,0,0.4605063436113982,0.24788287725761385
59,Female,Single,High School,22439.1,Employed,0.18,720,11841.91,Business,12.86,36,5,30564.88,16640.61,1,0.5444356398585566,0.5277355152390247
26,Female,Married,High School,12950.06,Employed,0.141,602,10389.53,Education,14.22,60,6,24143.41,6143.17,6,0.25444500176238566,0.8022765917686868
46,Female,Married,High School,17060.25,Employed,0.11,572,5604.42,Debt consolidation,17.38,36,6,27329.22,4034.09,3,0.14761087217271476,0.3285074954939113
49,Female,Single,High School,140136.35,Self-employed,0.049,701,21820.06,Home,11.97,36,4,172665.06,74763.57,0,0.4329976777003987,0.15570592497949318
74,Female,Married,High School,125814.23,Employed,0.231,709,32077.32,Vacation,12.13,60,4,91728.36,47056.46,2,0.5129979430570872,0.2549578056472626
50,Female,Married,Bachelor's,38796.81,Self-employed,0.098,765,2606.85,Other,12.45,36,5,58699.1,5659.3,4,0.09641204038903493,0.06719237999206636
56,Male,Married,High School,37015.63,Employed,0.085,612,17601.53,Debt consolidation,16.26,36,5,33868.8,19116.01,2,0.5644135605631141,0.47551615358160865
56,Male,Single,Bachelor's,16996.17,Retired,0.238,565,9704.65,Car,13.62,60,3,14213.35,13392.01,0,0.9422134823950722,0.5709904054854712
38,Female,Single,Master's,24235.47,Unemployed,0.058,728,13052.25,Other,10.84,60,6,36273.5,23392.99,4,0.644905785215102,0.5385598051120939
31,Male,Divorced,Other,32690.04,Employed,0.169,651,20181.65,Car,15.42,60,6,34535.68,18561.23,1,0.537450833456877,0.6173638820876328
22,Male,Married,High School,20666.19,Employed,0.105,739,8107.76,Education,11.51,36,2,32221.04,16567.78,1,0.514191348261881,0.39232001641328185
